working,lot,year,collectible,edition,name,condition,uncleaned
Ice Storm,,1993,Magic The Gathering,Beta,Ice Storm,U G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Ice Storm U G BGS 9 MINT (PWCC)
Icy Manipulator,,1993,Magic The Gathering,Beta,Icy Manipulator,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Icy Manipulator U A BGS 9 MINT (PWCC)
Invisibility,,1993,Magic The Gathering,Beta,Invisibility,C B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Invisibility C B BGS 8.5 NM-MT+ (PWCC)
Island Sanctuary,,1993,Magic The Gathering,Beta,Island Sanctuary,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Island Sanctuary R W BGS 9 MINT (PWCC)
Karma,,1993,Magic The Gathering,Beta,Karma,U W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Karma U W BGS 9 MINT (PWCC)
Lifelace,,1993,Magic The Gathering,Beta,Lifelace,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Lifelace R G BGS 9 MINT (PWCC)
Lightning Bolt,,1993,Magic The Gathering,Beta,Lightning Bolt,C R BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Lightning Bolt C R BGS 8.5 NM-MT+ (PWCC)
Lightning Bolt,,1993,Magic The Gathering,Beta,Lightning Bolt,C R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Lightning Bolt C R BGS 9 MINT (PWCC)
Living Lands,,1993,Magic The Gathering,Beta,Living Lands,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Living Lands R G BGS 9 MINT (PWCC)
LLanowar Elves,,1993,Magic The Gathering,Beta,LLanowar Elves,C G BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta LLanowar Elves C G BGS 9.5 GEM MINT (PWCC)
Llanowar Elves,,1993,Magic The Gathering,Beta,Llanowar Elves,C G BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Llanowar Elves C G BGS 9.5 GEM MINT (PWCC)
Llanowar Elves,,1993,Magic The Gathering,Beta,Llanowar Elves,C G BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Llanowar Elves C G BGS 9.5 GEM MINT (PWCC)
Lord Of Atlantis,,1993,Magic The Gathering,Beta,Lord Of Atlantis,R B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Lord Of Atlantis R B BGS 9 MINT (PWCC)
Mana Flare,,1993,Magic The Gathering,Beta,Mana Flare,R R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Mana Flare R R BGS 9 MINT (PWCC)
Manabarbs,,1993,Magic The Gathering,Beta,Manabarbs,R R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Manabarbs R R BGS 9 MINT (PWCC)
Natural Selection,,1993,Magic The Gathering,Beta,Natural Selection,R G BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Natural Selection R G BGS 8.5 NM-MT+ (PWCC)
Nightmare,,1993,Magic The Gathering,Beta,Nightmare,R K BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Nightmare R K BGS 9.5 GEM MINT (PWCC)
Northern Paladin,,1993,Magic The Gathering,Beta,Northern Paladin,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Northern Paladin R W BGS 9 MINT (PWCC)
Pestilence,,1993,Magic The Gathering,Beta,Pestilence,C K BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Pestilence C K BGS 8.5 NM-MT+ (PWCC)
Purelace,,1993,Magic The Gathering,Beta,Purelace,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Purelace R W BGS 9 MINT (PWCC)
Purelace,,1993,Magic The Gathering,Beta,Purelace,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Purelace R W BGS 9 MINT (PWCC)
Raging River,,1993,Magic The Gathering,Beta,Raging River,R R BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Raging River R R BGS 9.5 GEM MINT (PWCC)
Red Elemental Blast,,1993,Magic The Gathering,Beta,Red Elemental Blast,C R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Red Elemental Blast C R BGS 9 MINT (PWCC)
Red Elemental Blast,,1993,Magic The Gathering,Beta,Red Elemental Blast,C R BGS 9.5 GEM MT (PWCC),1993 Magic The Gathering MTG Beta Red Elemental Blast C R BGS 9.5 GEM MT (PWCC)
Righteousness,,1993,Magic The Gathering,Beta,Righteousness,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Righteousness R W BGS 9 MINT (PWCC)
Dual Land Savannah,,1993,Magic The Gathering,Beta,Dual Land Savannah,R L BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Dual Land Savannah R L BGS 8.5 NM-MT+ (PWCC)
Sea Serpent,,1993,Magic The Gathering,Beta,Sea Serpent,C B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Sea Serpent C B BGS 9 MINT (PWCC)
Serra Angel,,1993,Magic The Gathering,Beta,Serra Angel,U W BGS 6 EXNT (PWCC),1993 Magic The Gathering MTG Beta Serra Angel U W BGS 6 EXNT (PWCC)
Shivan Dragon,,1993,Magic The Gathering,Beta,Shivan Dragon,R R BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Shivan Dragon R R BGS 9.5 GEM MINT (PWCC)
Simulacrum,,1993,Magic The Gathering,Beta,Simulacrum,U K BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Simulacrum U K BGS 8.5 NM-MT+ (PWCC)
Sleight Of Mind,,1993,Magic The Gathering,Beta,Sleight Of Mind,R B BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Sleight Of Mind R B BGS 9.5 GEM MINT (PWCC)
Spell Blast,,1993,Magic The Gathering,Beta,Spell Blast,C B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Spell Blast C B BGS 9 MINT (PWCC)
Stasis,,1993,Magic The Gathering,Beta,Stasis,R B BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Stasis R B BGS 9.5 GEM MINT (PWCC)
Terror,,1993,Magic The Gathering,Beta,Terror,C K BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Terror C K BGS 8.5 NM-MT+ (PWCC)
Thoughtlace,,1993,Magic The Gathering,Beta,Thoughtlace,R B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Thoughtlace R B BGS 9 MINT (PWCC)
Thoughtlace,,1993,Magic The Gathering,Beta,Thoughtlace,R B BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Thoughtlace R B BGS 9.5 GEM MINT (PWCC)
Time Vault,,1993,Magic The Gathering,Beta,Time Vault,R A BGS 8 NM-MT (PWCC),1993 Magic The Gathering MTG Beta Time Vault R A BGS 8 NM-MT (PWCC)
Tranquility,,1993,Magic The Gathering,Beta,Tranquility,C G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Tranquility C G BGS 9 MINT (PWCC)
Twiddle,,1993,Magic The Gathering,Beta,Twiddle,C B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Twiddle C B BGS 9 MINT (PWCC)
Unsummon,,1993,Magic The Gathering,Beta,Unsummon,C B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Beta Unsummon C B BGS 8.5 NM-MT+ (PWCC)
Verduran Enchantress,,1993,Magic The Gathering,Beta,Verduran Enchantress,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Verduran Enchantress R G BGS 9 MINT (PWCC)
Dual Land Volcanic Island,,1993,Magic The Gathering,Beta,Dual Land Volcanic Island,R L BGS 8.5 (PWCC),1993 Magic The Gathering MTG Beta Dual Land Volcanic Island R L BGS 8.5 (PWCC)
Weakness,,1993,Magic The Gathering,Beta,Weakness,C K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Beta Weakness C K BGS 9 MINT (PWCC)
Wrath Of God,,1993,Magic The Gathering,Beta,Wrath Of God,R W BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Beta Wrath Of God R W BGS 9.5 GEM MINT (PWCC)
Black Lotus,,1993,Magic The Gathering,Collector's Edition,Black Lotus,R A BGS 9 (PWCC),1993 Magic The Gathering MTG Collector's Edition Black Lotus R A BGS 9 (PWCC)
Copy Artifact,,1993,Magic The Gathering,Collector's Edition,Copy Artifact,R B PSA 10 (PWCC),1993 Magic The Gathering MTG Collector's Edition Copy Artifact R B PSA 10 (PWCC)
Icy Manipulator,,1993,Magic The Gathering,Collector's Edition,Icy Manipulator,BGS 9.5 (PWCC),1993 Magic The Gathering MTG Collector's Edition Icy Manipulator BGS 9.5 (PWCC)
Illusionary Mask,,1993,Magic The Gathering,Collector's Edition,Illusionary Mask,R A PSA 10 (PWCC),1993 Magic The Gathering Collector's Edition Illusionary Mask R A PSA 10 (PWCC)
Animate Dead,,1993,Magic The Gathering,Unlimited,Animate Dead,U K BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Animate Dead U K BGS 8.5 NM-MT+ (PWCC)
Balance,,1993,Magic The Gathering,Unlimited,Balance,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Balance R W BGS 9 MINT (PWCC)
Basalt Monolith,,1993,Magic The Gathering,Unlimited,Basalt Monolith,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Basalt Monolith U A BGS 9 MINT (PWCC)
Berserk,,1993,Magic The Gathering,Unlimited,Berserk,U G BGS 8 NM-MT (PWCC),1993 Magic The Gathering MTG Unlimited Berserk U G BGS 8 NM-MT (PWCC)
Berserk,,1993,Magic The Gathering,Unlimited,Berserk,U G BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Berserk U G BGS 8.5 NM-MT+ (PWCC)
Black Lotus,,1993,Magic The Gathering,Unlimited,Black Lotus,R A PSA 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Black Lotus R A PSA 9 MINT (PWCC)
Braingeyser,,1993,Magic The Gathering,Unlimited,Braingeyser,R B BGS 7.5 NRMT+ (PWCC),1993 Magic The Gathering MTG Unlimited Braingeyser R B BGS 7.5 NRMT+ (PWCC)
Copper Tablet,,1993,Magic The Gathering,Unlimited,Copper Tablet,U A BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Copper Tablet U A BGS 8.5 NM-MT+ (PWCC)
Crusader RW,,1993,Magic The Gathering,Unlimited,Crusader RW,BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Crusader RW BGS 8.5 NM-MT+ (PWCC)
Cyclopean Tomb,,1993,Magic The Gathering,Unlimited,Cyclopean Tomb,R A BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Cyclopean Tomb R A BGS 8.5 NM-MT+ (PWCC)
Deathlace,,1993,Magic The Gathering,Unlimited,Deathlace,R K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Deathlace R K BGS 9 MINT (PWCC)
Gauntlet Of Might,,1993,Magic The Gathering,Unlimited,Gauntlet Of Might,R A BGS 8.5 (PWCC),1993 Magic The Gathering MTG Unlimited Gauntlet Of Might R A BGS 8.5 (PWCC)
Ice Storm,,1993,Magic The Gathering,Unlimited,Ice Storm,U G BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Unlimited Ice Storm U G BGS 9.5 GEM MINT (PWCC)
Icy Manipulator,,1993,Magic The Gathering,Unlimited,Icy Manipulator,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Icy Manipulator U A BGS 9 MINT (PWCC)
Illusionary Mask,,1993,Magic The Gathering,Unlimited,Illusionary Mask,R A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Illusionary Mask R A BGS 9 MINT (PWCC)
Lifetap,,1993,Magic The Gathering,Unlimited,Lifetap,U B BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Unlimited Lifetap U B BGS 9.5 GEM MINT (PWCC)
Lightning Bolt,,1993,Magic The Gathering,Unlimited,Lightning Bolt,C R BGS 7 NRMT (PWCC),1993 Magic The Gathering MTG Unlimited Lightning Bolt C R BGS 7 NRMT (PWCC)
Lightning Bolt,,1993,Magic The Gathering,Unlimited,Lightning Bolt,C R BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Lightning Bolt C R BGS 8.5 NM-MT+ (PWCC)
Llanowar,,1993,Magic The Gathering,Unlimited,Llanowar,C G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Llanowar C G BGS 9 MINT (PWCC)
Mana Short,,1993,Magic The Gathering,Unlimited,Mana Short,R B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Mana Short R B BGS 9 MINT (PWCC)
Manabarbs,,1993,Magic The Gathering,Unlimited,Manabarbs,R R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Manabarbs R R BGS 9 MINT (PWCC)
Natural Selection,,1993,Magic The Gathering,Unlimited,Natural Selection,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Natural Selection R G BGS 9 MINT (PWCC)
Natural Selection,,1993,Magic The Gathering,Unlimited,Natural Selection,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Natural Selection R G BGS 9 MINT (PWCC)
Northern Paladin,,1993,Magic The Gathering,Unlimited,Northern Paladin,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Northern Paladin R W BGS 9 MINT (PWCC)
Psionic Blast,,1993,Magic The Gathering,Unlimited,Psionic Blast,U B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Psionic Blast U B BGS 8.5 NM-MT+ (PWCC)
Psionic Blast,,1993,Magic The Gathering,Unlimited,Psionic Blast,U B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Psionic Blast U B BGS 8.5 NM-MT+ (PWCC)
Raging River,,1993,Magic The Gathering,Unlimited,Raging River,R R BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Raging River R R BGS 8.5 NM-MT+ (PWCC)
Regrowth,,1993,Magic The Gathering,Unlimited,Regrowth,U G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Unlimited Regrowth U G BGS 9 MINT (PWCC)
Savannah Lions,,1993,Magic The Gathering,Unlimited,Savannah Lions,R L BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Unlimited Savannah Lions R L BGS 8.5 NM-MT+ (PWCC)
Dual Land Scrubland,,1993,Magic The Gathering,Unlimited,Dual Land Scrubland,R L BGS 9.5 (PWCC),1993 Magic The Gathering MTG Unlimited Dual Land Scrubland R L BGS 9.5 (PWCC)
Sengir Vampire,,1993,Magic The Gathering,Unlimited,Sengir Vampire,U K BGS 9.5 GEM MT (PWCC),1993 Magic The Gathering MTG Unlimited Sengir Vampire U K BGS 9.5 GEM MT (PWCC)
Animate Dead,,1993,Magic The Gathering,Alpha,Animate Dead,U K BGS 8 NM-MT (PWCC),1993 Magic The Gathering MTG Alpha Animate Dead U K BGS 8 NM-MT (PWCC)
Animate Wall,,1993,Magic The Gathering,Alpha,Animate Wall,R W BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Animate Wall R W BGS 8.5 NM-MT+ (PWCC)
Dual Land Badlands,,1993,Magic The Gathering,Alpha,Dual Land Badlands,R L PSA 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Badlands R L PSA 9 MINT (PWCC)
Basalt Monolith,,1993,Magic The Gathering,Alpha,Basalt Monolith,U A BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Basalt Monolith U A BGS 8.5 NM-MT+ (PWCC)
Dual Land Bayou,,1993,Magic The Gathering,Alpha,Dual Land Bayou,R L BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Bayou R L BGS 9.5 GEM MINT (PWCC)
Black Knight,,1993,Magic The Gathering,Alpha,Black Knight,U K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Black Knight U K BGS 9 MINT (PWCC)
Black Lotus,,1993,Magic The Gathering,Alpha,Black Lotus,R A BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Black Lotus R A BGS 9.5 GEM MINT (PWCC)
Black Ward,,1993,Magic The Gathering,Alpha,Black Ward,U W PSA 8 NM-MT (PWCC),1993 Magic The Gathering MTG Alpha Black Ward U W PSA 8 NM-MT (PWCC)
Blaze Of Glory,,1993,Magic The Gathering,Alpha,Blaze Of Glory,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Blaze Of Glory R W BGS 9 MINT (PWCC)
Blaze Of Glory,,1993,Magic The Gathering,Alpha,Blaze Of Glory,R W BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Blaze Of Glory R W BGS 9.5 GEM MINT (PWCC)
Blue Elemental Blast,,1993,Magic The Gathering,Alpha,Blue Elemental Blast,C B BGS 9.5 GEM (PWCC),1993 Magic The Gathering MTG Alpha Blue Elemental Blast C B BGS 9.5 GEM (PWCC)
Blue Ward,,1993,Magic The Gathering,Alpha,Blue Ward,U W BGS 8.5 NM-MT (PWCC),1993 Magic The Gathering MTG Alpha Blue Ward U W BGS 8.5 NM-MT (PWCC)
Blue Ward,,1993,Magic The Gathering,Alpha,Blue Ward,U W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Blue Ward U W BGS 9 MINT (PWCC)
Burrowing,,1993,Magic The Gathering,Alpha,Burrowing,U R BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Burrowing U R BGS 8.5 NM-MT+ (PWCC)
Castle,,1993,Magic The Gathering,Alpha,Castle,U W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Castle U W BGS 9 MINT (PWCC)
Channel,,1993,Magic The Gathering,Alpha,Channel,U G BGS 8 NM-MT (PWCC),1993 Magic The Gathering MTG Alpha Channel U G BGS 8 NM-MT (PWCC)
Channel,,1993,Magic The Gathering,Alpha,Channel,U G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Channel U G BGS 9 MINT (PWCC)
Chaoslace,,1993,Magic The Gathering,Alpha,Chaoslace,R R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Chaoslace R R BGS 9 MINT (PWCC)
Circle Of Protection Blue,,1993,Magic The Gathering,Alpha,Circle Of Protection Blue,C W BGS 8.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Blue C W BGS 8.5 (PWCC)
Circle Of Protection Blue,,1993,Magic The Gathering,Alpha,Circle Of Protection Blue,C W BGS 8.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Blue C W BGS 8.5 (PWCC)
Circle Of Protection Blue,,1993,Magic The Gathering,Alpha,Circle Of Protection Blue,C W BGS 8.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Blue C W BGS 8.5 (PWCC)
Circle Of Protection Green,,1993,Magic The Gathering,Alpha,Circle Of Protection Green,C W BGS 9 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Green C W BGS 9 (PWCC)
Circle Of Protection Red,,1993,Magic The Gathering,Alpha,Circle Of Protection Red,C W BGS 9 MT (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Red C W BGS 9 MT (PWCC)
Circle Of Protection Red,,1993,Magic The Gathering,Alpha,Circle Of Protection Red,C W BGS 9.5 (PWCC),1993 Magic The Gathering MTG Alpha Circle Of Protection Red C W BGS 9.5 (PWCC)
Clockwork Beast,,1993,Magic The Gathering,Alpha,Clockwork Beast,R A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Clockwork Beast R A BGS 9 MINT (PWCC)
Clone,,1993,Magic The Gathering,Alpha,Clone,U B BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Clone U B BGS 9 MINT (PWCC)
Clone,,1993,Magic The Gathering,Alpha,Clone,U B BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Clone U B BGS 9.5 GEM MINT (PWCC)
Consecrate Land,,1993,Magic The Gathering,Alpha,Consecrate Land,U W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Consecrate Land U W BGS 9 MINT (PWCC)
Consecrate Land,,1993,Magic The Gathering,Alpha,Consecrate Land,U W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Consecrate Land U W BGS 9 MINT (PWCC)
Cockatrice,,1993,Magic The Gathering,Alpha,Cockatrice,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Cockatrice R G BGS 9 MINT (PWCC)
Conservator,,1993,Magic The Gathering,Alpha,Conservator,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Conservator U A BGS 9 MINT (PWCC)
Control Magic,,1993,Magic The Gathering,Alpha,Control Magic,U B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Control Magic U B BGS 8.5 NM-MT+ (PWCC)
Copper Tablet,,1993,Magic The Gathering,Alpha,Copper Tablet,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Copper Tablet U A BGS 9 MINT (PWCC)
Copper Tablet,,1993,Magic The Gathering,Alpha,Copper Tablet,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Copper Tablet U A BGS 9 MINT (PWCC)
Copy Artifact,,1993,Magic The Gathering,Alpha,Copy Artifact,R B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Copy Artifact R B BGS 8.5 NM-MT+ (PWCC)
Counterspell,,1993,Magic The Gathering,Alpha,Counterspell,U B BGS 7.5 NRMT+ (PWCC),1993 Magic The Gathering MTG Alpha Counterspell U B BGS 7.5 NRMT+ (PWCC)
Craw Wurm,,1993,Magic The Gathering,Alpha,Craw Wurm,C G BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Craw Wurm C G BGS 8.5 NM-MT+ (PWCC)
Creature Bond,,1993,Magic The Gathering,Alpha,Creature Bond,C B BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Creature Bond C B BGS 8.5 NM-MT+ (PWCC)
Cursed Land,,1993,Magic The Gathering,Alpha,Cursed Land,U K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Cursed Land U K BGS 9 MINT (PWCC)
Cyclopean Tomb,,1993,Magic The Gathering,Alpha,Cyclopean Tomb,R A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Cyclopean Tomb R A BGS 9 MINT (PWCC)
Dark Ritual,,1993,Magic The Gathering,Alpha,Dark Ritual,C K BGS 8 NM-MT (PWCC),1993 Magic The Gathering MTG Alpha Dark Ritual C K BGS 8 NM-MT (PWCC)
Dark Ritual,,1993,Magic The Gathering,Alpha,Dark Ritual,C K BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Dark Ritual C K BGS 8.5 NM-MT+ (PWCC)
Deathgrip,,1993,Magic The Gathering,Alpha,Deathgrip,U K BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Deathgrip U K BGS 9.5 GEM MINT (PWCC)
Deathlace,,1993,Magic The Gathering,Alpha,Deathlace,R K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Deathlace R K BGS 9 MINT (PWCC)
Death Ward,,1993,Magic The Gathering,Alpha,Death Ward,C W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Death Ward C W BGS 9 MINT (PWCC)
Demonic Hordes,,1993,Magic The Gathering,Alpha,Demonic Hordes,R K BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Demonic Hordes R K BGS 9 MINT (PWCC)
Disenchant,,1993,Magic The Gathering,Alpha,Disenchant,C W BGS 8 NM-MT (PWCC),1993 Magic The Gathering MTG Alpha Disenchant C W BGS 8 NM-MT (PWCC)
Disenchant,,1993,Magic The Gathering,Alpha,Disenchant,C W BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Disenchant C W BGS 8.5 NM-MT+ (PWCC)
Disenchant,,1993,Magic The Gathering,Alpha,Disenchant,C W BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Disenchant C W BGS 8.5 NM-MT+ (PWCC)
Disintegrate,,1993,Magic The Gathering,Alpha,Disintegrate,C R BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Disintegrate C R BGS 8.5 NM-MT+ (PWCC)
Disintegrate,,1993,Magic The Gathering,Alpha,Disintegrate,C R BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Disintegrate C R BGS 9 MINT (PWCC)
Dragon Whelp,,1993,Magic The Gathering,Alpha,Dragon Whelp,U R BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Dragon Whelp U R BGS 8.5 NM-MT+ (PWCC)
Dual Land Plateau,,1993,Magic The Gathering,Unlimited,Dual Land Plateau,R L BGS 8.5 (PWCC),1993 Magic The Gathering MTG Unlimited Dual Land Plateau R L BGS 8.5 (PWCC)
Armageddon,,1993,Magic The Gathering,Alpha,Armageddon,R W BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Armageddon R W BGS 8.5 NM-MT+ (PWCC)
Aspect Of Wolf,,1993,Magic The Gathering,Alpha,Aspect Of Wolf,R G BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Aspect Of Wolf R G BGS 9 MINT (PWCC)
Dual Land Badlands,,1993,Magic The Gathering,Alpha,Dual Land Badlands,R L BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Badlands R L BGS 9 MINT (PWCC)
Dual Land Badlands,,1993,Magic The Gathering,Alpha,Dual Land Badlands,R L BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Badlands R L BGS 9 MINT (PWCC)
Bad Moon,,1993,Magic The Gathering,Alpha,Bad Moon,R K BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Bad Moon R K BGS 9.5 GEM MINT (PWCC)
Balance,,1993,Magic The Gathering,Alpha,Balance,R W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Balance R W BGS 9 MINT (PWCC)
Basalt Monolith,,1993,Magic The Gathering,Alpha,Basalt Monolith,U A BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Basalt Monolith U A BGS 9 MINT (PWCC)
Basalt Monolith,,1993,Magic The Gathering,Alpha,Basalt Monolith,U A BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Basalt Monolith U A BGS 9.5 GEM MINT (PWCC)
Dual Land Bayou,,1993,Magic The Gathering,Alpha,Dual Land Bayou,R L BGS 9.5 GEM MINT (PWCC),1993 Magic The Gathering MTG Alpha Dual Land Bayou R L BGS 9.5 GEM MINT (PWCC)
Benalish Hero,,1993,Magic The Gathering,Alpha,Benalish Hero,C W BGS 9 MINT (PWCC),1993 Magic The Gathering MTG Alpha Benalish Hero C W BGS 9 MINT (PWCC)
Berserk,,1993,Magic The Gathering,Alpha,Berserk,U G BGS 8.5 NM-MT+ (PWCC),1993 Magic The Gathering MTG Alpha Berserk U G BGS 8.5 NM-MT+ (PWCC)
